,ind_nr,profile_img_path,orig_img_path,keramik_H_max,dm_1,dm_2,bodenform,umbruchform,decoration
214,analysis/data/input_data/object_images/original_images/tafel_62_35.png,profile_images/tafel_62_35_2.png,original_images/tafel_62_35.png,,,,,,
215,analysis/data/input_data/object_images/original_images/tafel_62_39.png,profile_images/tafel_62_39_2.png,original_images/tafel_62_39.png,,,,,,
216,analysis/data/input_data/object_images/original_images/tafel_73_105.png,profile_images/tafel_73_105_2.png,original_images/tafel_73_105.png,,,,,,
217,analysis/data/input_data/object_images/original_images/tafel_73_106.png,profile_images/tafel_73_106_2.png,original_images/tafel_73_106.png,,,,,,
218,analysis/data/input_data/object_images/original_images/tafel_73_107.png,profile_images/tafel_73_107_2.png,original_images/tafel_73_107.png,,,,,,
219,analysis/data/input_data/object_images/original_images/tafel_73_109.png,profile_images/tafel_73_109_2.png,original_images/tafel_73_109.png,,,,,,
220,analysis/data/input_data/object_images/original_images/tafel_78_18.png,profile_images/tafel_78_18_2.png,original_images/tafel_78_18.png,,,,,,
221,analysis/data/input_data/object_images/original_images/tafel_78_19.png,profile_images/tafel_78_19_2.png,original_images/tafel_78_19.png,,,,,,
222,analysis/data/input_data/object_images/original_images/tafel_78_21.png,profile_images/tafel_78_21_2.png,original_images/tafel_78_21.png,,,,,,
223,analysis/data/input_data/object_images/original_images/tafel_78_22.png,profile_images/tafel_78_22_2.png,original_images/tafel_78_22.png,,,,,,
224,analysis/data/input_data/object_images/original_images/tafel_78_25.png,profile_images/tafel_78_25_2.png,original_images/tafel_78_25.png,,,,,,
225,analysis/data/input_data/object_images/original_images/tafel_78_26.png,profile_images/tafel_78_26_2.png,original_images/tafel_78_26.png,,,,,,
226,analysis/data/input_data/object_images/original_images/tafel_78_29.png,profile_images/tafel_78_29_2.png,original_images/tafel_78_29.png,,,,,,
227,analysis/data/input_data/object_images/original_images/tafel_91_150.png,profile_images/tafel_91_150_2.png,original_images/tafel_91_150.png,,,,,,
228,analysis/data/input_data/object_images/original_images/tafel_91_151.png,profile_images/tafel_91_151_2.png,original_images/tafel_91_151.png,,,,,,
229,analysis/data/input_data/object_images/original_images/tafel_91_152.png,profile_images/tafel_91_152_2.png,original_images/tafel_91_152.png,,,,,,
230,analysis/data/input_data/object_images/original_images/tafel_91_153.png,profile_images/tafel_91_153_2.png,original_images/tafel_91_153.png,,,,,,
231,analysis/data/input_data/object_images/original_images/tafel_91_155.png,profile_images/tafel_91_155_2.png,original_images/tafel_91_155.png,,,,,,
